select distinct root_lot_id from quality.m_eds_measure where probe_card_id = 'F913S7A02'	F913S7A02 프로브 카드에서 분기된 전체 unique 루트 랏를 조회
select distinct wafer_id from quality.m_eds_measure where part_id = 'K4029ADFSD-VDW'	K4029ADFSD-VDW 제품 아이디에서 분기된 전체 unique wafer 아이디를 조회
select distinct root_lot_id from quality.m_eds_measure where wafer_id = '12'	12 wafer 아이디에서 분기된 전체 unique root lot id를 조회
select distinct part_id from quality.m_eds_measure where lot_id = 'HAHC92.1'	HAHC92.1 랏에서 분기된 전체 unique 제품 아이디를 조회
select distinct step_seq from master.m_fab_item_met where line_id = 'KLUN'	KLUN 라인 아이디에서 분기된 모든 유니크 스텝 seq를 조회
select distinct line_id from master.m_fab_item_met where step_seq = 'SQ057040S01'	SQ057040S01 step seq에서 분기된 모든 유니크 라인를 조회
select distinct subitem_id from master.m_fab_item_met where line_id = 'QPEI'	QPEI 라인에서 분기된 모든 유니크 subitem id를 조회
select distinct subitem_id from master.m_fab_item_met where step_seq = 'SN035576'	SN035576 step seq에서 분기된 모든 유니크 sub 계측 아이템를 조회
select distinct step_seq from master.m_fab_item_met where item_id = 'E1_RAW_MAX_Y'	E1_RAW_MAX_Y 아이템에서 분기된 모든 유니크 스텝 seq를 조회
select distinct step_id from quality.m_fab_dcop_met where area = 'PIHU'	PIHU area에서 분기된 모든 유니크 스텝 id를 조회
select distinct step_id from quality.m_fab_dcop_met where wafer_id = '7'	7 웨이퍼 id에서 분기된 모든 유니크 스텝 id를 조회
select distinct area from quality.m_fab_dcop_met where root_lot_id = 'GHGQ18'	GHGQ18 root lot에서 분기된 모든 유니크 area를 조회
select distinct wafer_id from quality.m_fab_dcop_met where dcol_operator = 'AUTO'	AUTO operator에서 분기된 모든 유니크 웨이퍼 아이디를 조회
select distinct wafer_id from quality.m_fab_dcop_met where step_id = 'ERT6543VFE'	ERT6543VFE step에서 분기된 모든 유니크 wafer를 조회
select distinct eqp_id from quality.m_fab_dcop_met where part_id = 'PQPVIXH20L-VWQ'	PQPVIXH20L-VWQ 제품 아이디에서 분기된 모든 유니크 설비 아이디를 조회
select distinct ppid from quality.m_fab_tracking where wafer_id = '14'	14 웨이퍼 아이디에서 분기된 모든 유니크 레시피 id를 조회
select distinct eqp_model from quality.m_fab_tracking where lot_id = 'CKH741.1'	CKH741.1 lot에서 분기된 모든 유니크 equipment model를 조회
select distinct owning_line_id from quality.m_fab_tracking where chamber_id = 'D'	D 챔버 아이디에서 분기된 모든 유니크 공정 시작 line id를 조회
select distinct part_id from quality.m_fab_tracking where process_id = 'KENE'	KENE 공법 아이디에서 분기된 모든 유니크 part id를 조회
select distinct line_id from quality.m_fab_tracking where wafer_id = '12'	12 웨이퍼 아이디에서 분기된 모든 유니크 라인 id를 조회
select distinct eqp_type from quality.m_fab_tracking where process_id = 'KENE'	KENE process에서 분기된 모든 유니크 equipment type를 조회
select distinct eqp_id from quality.m_defect_summary where root_lot_id = 'GEHA24'	GEHA24 루트 랏 아이디에서 분기된 모든 유니크 equipment id를 조회
select distinct chamber_id from quality.m_defect_summary where wafer_id = '9'	9 웨이퍼에서 분기된 모든 유니크 챔버를 조회
select distinct root_lot_id from quality.m_defect_summary where recipe_id = 'PMHA0976'	PMHA0976 recipe에서 분기된 모든 유니크 root lot를 조회
select distinct recipe_id from quality.m_defect_summary where chamber_id = '2'	2 chamber id에서 분기된 모든 유니크 레시피 아이디를 조회
select distinct chamber_id from quality.m_defect_summary where eqp_id = 'CEWHU2'	CEWHU2 equipment id에서 분기된 모든 유니크 챔버 아이디를 조회
select distinct step_seq from quality.m_defect_chip where wafer_id = '1'	1 wafer id에서 분기된 모든 유니크 step sequence를 조회
select distinct part_id from quality.m_defect_chip where step_seq = 'SQ118240'	SQ118240 step seq에서 분기된 모든 유니크 제품 아이디를 조회
select distinct process_id from quality.m_defect_chip where wafer_id = '9'	9 웨이퍼 아이디에서 분기된 모든 유니크 공법 id를 조회
select distinct step_seq from quality.m_defect_chip where lot_id = 'GHH090.1'	GHH090.1 lot id에서 분기된 모든 유니크 step sequence를 조회
select distinct root_lot_id from quality.m_defect_chip where process_id = 'KHFY'	KHFY 공법 아이디에서 분기된 모든 유니크 루트 랏 아이디를 조회
select distinct lot_id from quality.m_defect_chip where root_lot_id = 'JIG031'	JIG031 루트랏에서 분기된 모든 유니크 랏를 조회
select distinct part_id from quality.m_eds_bin where wafer_id = '15'	15 웨이퍼 아이디에서 분기된 모든 유니크 제품 id를 조회
select distinct eqp_id from quality.m_eds_bin where part_id = 'K9AHGY8J0M-HDY'	K9AHGY8J0M-HDY 제품 아이디에서 분기된 모든 유니크 설비 아이디를 조회
select distinct process_id from quality.m_eds_bin where eqp_id = 'WWYGA8'	WWYGA8 설비에서 분기된 모든 유니크 공법 id를 조회
select distinct process_id from quality.m_eds_bin where part_id = 'K203D03RF-LRF'	K203D03RF-LRF 제품 id에서 분기된 모든 유니크 process를 조회
select distinct wafer_id from quality.m_eds_bin where eqp_id = 'MDFM51'	MDFM51 설비에서 분기된 모든 유니크 웨이퍼 id를 조회
select distinct part_id from quality.m_eds_bin where root_lot_id = 'HYG0G2'	HYG0G2 루트 랏에서 분기된 모든 유니크 제품 아이디를 조회
select distinct lot_id from quality.m_eds_chip_bin where root_lot_id = 'MHKA37'	MHKA37 루트 랏에서 분기된 모든 유니크 랏 아이디를 조회
select distinct process_id from quality.m_eds_chip_bin where root_lot_id = 'ASDX12'	ASDX12 루트 랏 id에서 분기된 모든 유니크 공법를 조회
select distinct step_seq from quality.m_eds_chip_bin where process_id = 'FDES'	FDES process id에서 분기된 모든 유니크 step seq를 조회
select distinct process_id from quality.m_eds_chip_bin where step_seq = 'EDS_F'	EDS_F step에서 분기된 모든 유니크 process를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where process_id = 'FDEE'	FDEE 공법에서 분기된 모든 유니크 루트랏를 조회
select distinct item_type from quality.m_eds_chip_measure where root_lot_id = 'PLDX20'	PLDX20 루트 랏 아이디에서 분기된 모든 유니크 item type를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where lot_id = 'HAHC92.1'	HAHC92.1 랏 id에서 분기된 모든 유니크 루트 랏를 조회
select distinct item_id from quality.m_eds_chip_measure where item_type = 'FXZ'	FXZ item type에서 분기된 모든 유니크 eds 칩 테스트 항목를 조회
select distinct process_id from quality.m_eds_chip_measure where root_lot_id = 'PLXE90'	PLXE90 root lot에서 분기된 모든 유니크 공법 id를 조회
select distinct item_id from quality.m_eds_chip_measure where process_id = 'PPGD'	PPGD 공법에서 분기된 모든 유니크 계측 항목를 조회
select distinct lot_id from quality.m_eds_measure where probe_card_id = 'M1494S123'	M1494S123 probe card id에서 분기된 모든 유니크 lot id를 조회
select distinct step_seq from quality.m_eds_measure where lot_id = 'G2G024.1'	G2G024.1 lot에서 분기된 모든 유니크 eds 공정를 조회
select distinct lot_id from quality.m_eds_measure where wafer_id = '17'	17 웨이퍼 아이디에서 분기된 모든 유니크 랏 아이디를 조회
select distinct probe_card_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL 테스트 type에서 분기된 모든 유니크 프로브 카드를 조회
select distinct wafer_id from quality.m_eds_measure where root_lot_id = 'WCE063'	WCE063 루트 랏에서 분기된 모든 유니크 wafer를 조회
select distinct line_id from master.m_fab_item_met where item_id = 'POINTS'	POINTS item id에서 분기된 unique 라인 아이디를 조회
select distinct step_seq from master.m_fab_item_met where line_id = 'QVXS'	QVXS line id에서 분기된 unique 스텝 seq를 조회
select distinct line_id from master.m_fab_item_met where subitem_id = 'S8'	S8 서브 아이템 아이디에서 분기된 unique 라인를 조회
select distinct item_id from master.m_fab_item_met where step_seq = 'NR123162'	NR123162 step seq에서 분기된 unique 계측 아이템 항목를 조회
select distinct step_id from quality.m_fab_dcop_met where part_id = 'QWB546EWVY-TYN'	QWB546EWVY-TYN part id에서 분기된 unique 스텝 id를 조회
select distinct eqp_id from quality.m_fab_dcop_met where area = 'ETCH'	ETCH area에서 분기된 unique 설비 아이디를 조회
select distinct dcol_operator from quality.m_fab_dcop_met where eqp_id = 'TEAHZ31'	TEAHZ31 설비 아이디에서 분기된 unique operator를 조회
select distinct line_id from quality.m_fab_dcop_met where eqp_id = 'PTV592'	PTV592 설비 id에서 분기된 unique 라인를 조회
select distinct part_id from quality.m_fab_dcop_met where wafer_id = '20'	20 웨이퍼 아이디에서 분기된 unique 제품 id를 조회
select distinct area from quality.m_fab_dcop_met where root_lot_id = 'GHGQ18'	GHGQ18 root lot id에서 분기된 unique 공정 설비를 조회
select distinct eqp_type from quality.m_fab_tracking where ppid = '3C8KJLC.LC125P'	3C8KJLC.LC125P 레시피에서 분기된 unique 설비 type를 조회
select distinct process_id from quality.m_fab_tracking where foup_id = 'Z00342'	Z00342 풉 아이디에서 분기된 unique process를 조회
select distinct chamber_id from quality.m_fab_tracking where lot_id = 'PTH342.1'	PTH342.1 랏에서 분기된 unique 챔버 아이디를 조회
select distinct owning_line_id from quality.m_fab_tracking where process_id = 'KPLB'	KPLB 공법 아이디에서 분기된 unique 공정 시작 라인를 조회
select distinct eqp_type from quality.m_fab_tracking where owning_line_id = 'KFBH'	KFBH owning line id에서 분기된 unique equipment type를 조회
select distinct area from quality.m_fab_tracking where wafer_id = '6'	6 wafer에서 분기된 unique 공정를 조회
select distinct chamber_id from quality.m_defect_summary where wafer_id = '15'	15 웨이퍼 아이디에서 분기된 unique 챔버를 조회
select distinct eqp_id from quality.m_defect_summary where chamber_id = '1'	1 챔버 아이디에서 분기된 unique 설비 id를 조회
select distinct root_lot_id from quality.m_defect_summary where recipe_id = 'KENB'	KENB recipe id에서 분기된 unique 루트랏를 조회
select distinct wafer_id from quality.m_defect_summary where eqp_id = 'DPNC22'	DPNC22 설비에서 분기된 unique 웨이퍼 id를 조회
select distinct part_id from quality.m_defect_chip where process_id = 'KGNB'	KGNB 공법 아이디에서 분기된 unique part id를 조회
select distinct step_seq from quality.m_defect_chip where lot_id = 'JBGH06.1'	JBGH06.1 랏에서 분기된 unique step sequence를 조회
select distinct lot_id from quality.m_defect_chip where process_id = 'KPLB'	KPLB process id에서 분기된 unique 랏를 조회
select distinct root_lot_id from quality.m_defect_chip where process_id = 'KGLB'	KGLB 공법에서 분기된 unique 루트 랏 id를 조회
select distinct reticle_id from quality.m_defect_chip where wafer_id = '21'	21 웨이퍼 아이디에서 분기된 unique reticle id를 조회
select distinct process_id from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF'	K4A8G085WC-JAF 제품 아이디에서 분기된 unique process id를 조회
select distinct wafer_id from quality.m_eds_bin where process_id = 'FDES'	FDES 공법에서 분기된 unique 웨이퍼 id를 조회
select distinct part_id from quality.m_eds_bin where wafer_id = '19'	19 wafer 아이디에서 분기된 unique 제품 아이디를 조회
select distinct part_id from quality.m_eds_bin where process_id = 'PPFP'	PPFP process에서 분기된 unique 제품를 조회
select distinct eqp_id from quality.m_eds_bin where process_id = 'XMFH'	XMFH process에서 분기된 unique 설비 아이디를 조회
select distinct part_id from quality.m_eds_bin where eqp_id = 'MDIHZ04'	MDIHZ04 eqp id에서 분기된 unique part id를 조회
select distinct part_id from quality.m_eds_bin where root_lot_id = 'MHHF51'	MHHF51 루트 랏 아이디에서 분기된 unique part id를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where process_id = 'XMFH'	XMFH 공법 아이디에서 분기된 unique 루트랏를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where lot_id = 'MHKA37'	MHKA37 랏에서 분기된 unique root lot id를 조회
select distinct process_id from quality.m_eds_chip_bin where lot_id = 'HYG1D1.1'	HYG1D1.1 lot id에서 분기된 unique 공법 id를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where step_seq = 'EDS_F'	EDS_F eds step seq에서 분기된 unique root lot id를 조회
select distinct step_seq from quality.m_eds_chip_bin where root_lot_id = 'LFP094'	LFP094 root lot id에서 분기된 unique step를 조회
select distinct item_type from quality.m_eds_chip_measure where process_id = 'PPZX'	PPZX process에서 분기된 unique item type를 조회
select distinct step_seq from quality.m_eds_chip_measure where lot_id = 'EUH002.1'	EUH002.1 랏 id에서 분기된 unique step seq를 조회
select distinct item_id from quality.m_eds_chip_measure where lot_id = 'PVH092.1'	PVH092.1 랏 id에서 분기된 unique 계측 항목를 조회
select distinct process_id from quality.m_eds_chip_measure where lot_id = 'EUH002.1'	EUH002.1 랏에서 분기된 unique 공법를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where step_seq = 'EDS_CV'	EDS_CV step에서 분기된 unique 루트 랏를 조회
select distinct probe_card_id from quality.m_eds_measure where part_id = 'K4QW0290FD-CZX'	K4QW0290FD-CZX 제품에서 분기된 unique 프로브 카드를 조회
select distinct lot_id from quality.m_eds_measure where wafer_id = '13'	13 wafer에서 분기된 unique 랏 아이디를 조회
select distinct wafer_id from quality.m_eds_measure where lot_id = 'HYG1D1.1'	HYG1D1.1 랏 아이디에서 분기된 unique 웨이퍼 아이디를 조회
select distinct wafer_id from quality.m_eds_measure where step_seq = 'EDS_G'	EDS_G step seq에서 분기된 unique wafer 아이디를 조회
select distinct part_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL test type에서 분기된 unique part id를 조회
select distinct item_id from master.m_fab_item_met where line_id = 'KLUN'	KLUN line id에서 분기된 전체 유니크 아이템를 조회
select distinct subitem_id from master.m_fab_item_met where item_id = 'TEMP14'	TEMP14 아이템에서 분기된 전체 유니크 서브 아이템 id를 조회
select distinct item_id from master.m_fab_item_met where subitem_id = 'S6'	S6 서브 아이템 id에서 분기된 전체 유니크 계측 아이템 항목를 조회
select distinct line_id from master.m_fab_item_met where step_seq = 'TQ032035'	TQ032035 step seq에서 분기된 전체 유니크 line id를 조회
select distinct subitem_id from master.m_fab_item_met where line_id = 'QVXS'	QVXS line id에서 분기된 전체 유니크 세부 계측 아이템를 조회
select distinct step_seq from master.m_fab_item_met where item_id = 'REPEAT_NV'	REPEAT_NV 아이템 아이디에서 분기된 전체 유니크 step seq를 조회
select distinct step_id from quality.m_fab_dcop_met where area = 'PIHU'	PIHU 공정 설비에서 분기된 전체 유니크 스텝 id를 조회
select distinct step_id from quality.m_fab_dcop_met where wafer_id = '22'	22 웨이퍼 id에서 분기된 전체 유니크 스텝 id를 조회
select distinct part_id from quality.m_fab_dcop_met where eqp_id = 'ELOE83'	ELOE83 eqp id에서 분기된 전체 유니크 제품를 조회
select distinct line_id from quality.m_fab_dcop_met where lot_id = 'G2G024.1'	G2G024.1 lot id에서 분기된 전체 유니크 라인를 조회
select distinct wafer_id from quality.m_fab_dcop_met where root_lot_id = 'PVH092'	PVH092 root lot id에서 분기된 전체 유니크 wafer를 조회
select distinct chamber_id from quality.m_fab_tracking where ppid = 'D1STI6KR'	D1STI6KR 레시피 id에서 분기된 전체 유니크 chamber id를 조회
select distinct foup_id from quality.m_fab_tracking where part_id = 'K4G80325FC-JAF'	K4G80325FC-JAF part id에서 분기된 전체 유니크 풉 아이디를 조회
select distinct foup_id from quality.m_fab_tracking where line_id = 'KFBH'	KFBH 라인 아이디에서 분기된 전체 유니크 foup id를 조회
select distinct ppid from quality.m_fab_tracking where line_id = 'KFM2'	KFM2 라인 id에서 분기된 전체 유니크 레시피 id를 조회
select distinct area from quality.m_fab_tracking where foup_id = 'PMG04201'	PMG04201 풉에서 분기된 전체 유니크 공정 설비를 조회
select distinct area from quality.m_fab_tracking where root_lot_id = 'GHH090'	GHH090 root lot id에서 분기된 전체 유니크 area를 조회
select distinct wafer_id from quality.m_defect_summary where root_lot_id = 'MHHAS1'	MHHAS1 루트 랏 아이디에서 분기된 전체 유니크 wafer 아이디를 조회
select distinct wafer_id from quality.m_defect_summary where eqp_id = 'WWYJL01'	WWYJL01 eqp id에서 분기된 전체 유니크 웨이퍼 아이디를 조회
select distinct eqp_id from quality.m_defect_summary where wafer_id = '13'	13 웨이퍼에서 분기된 전체 유니크 eqp id를 조회
select distinct chamber_id from quality.m_defect_summary where wafer_id = '17'	17 wafer 아이디에서 분기된 전체 유니크 챔버 아이디를 조회
select distinct recipe_id from quality.m_defect_summary where chamber_id = '103'	103 chamber id에서 분기된 전체 유니크 recipe를 조회
select distinct chamber_id from quality.m_defect_summary where root_lot_id = 'JIG031'	JIG031 root lot에서 분기된 전체 유니크 chamber를 조회
select distinct process_id from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 reticle id에서 분기된 전체 유니크 process를 조회
select distinct reticle_id from quality.m_defect_chip where lot_id = 'HAHC92.1'	HAHC92.1 lot id에서 분기된 전체 유니크 레티클를 조회
select distinct reticle_id from quality.m_defect_chip where process_id = 'KCES'	KCES 공법에서 분기된 전체 유니크 레티클 id를 조회
select distinct part_id from quality.m_defect_chip where wafer_id = '20'	20 웨이퍼 아이디에서 분기된 전체 유니크 part id를 조회
select distinct step_seq from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF'	K4A8G085WC-JAF part id에서 분기된 전체 유니크 스텝 시퀀스를 조회
select distinct reticle_id from quality.m_defect_chip where wafer_id = '13'	13 웨이퍼에서 분기된 전체 유니크 reticle id를 조회
select distinct part_id from quality.m_eds_bin where process_id = 'ZDFQ'	ZDFQ process에서 분기된 전체 유니크 제품 id를 조회
select distinct process_id from quality.m_eds_bin where root_lot_id = 'EDH343'	EDH343 루트 랏 아이디에서 분기된 전체 유니크 process id를 조회
select distinct eqp_id from quality.m_eds_bin where wafer_id = '2'	2 wafer 아이디에서 분기된 전체 유니크 설비 아이디를 조회
select distinct process_id from quality.m_eds_bin where wafer_id = '6'	6 웨이퍼에서 분기된 전체 유니크 process id를 조회
select distinct process_id from quality.m_eds_bin where part_id = 'K9AHGY8J0M-HDY'	K9AHGY8J0M-HDY 제품 id에서 분기된 전체 유니크 공법 아이디를 조회
select distinct part_id from quality.m_eds_bin where eqp_id = 'WWYJL01'	WWYJL01 eds eqp id에서 분기된 전체 유니크 제품 아이디를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where step_seq = 'EDS_P'	EDS_P step에서 분기된 전체 유니크 root lot를 조회
select distinct step_seq from quality.m_eds_chip_bin where process_id = 'XMFH'	XMFH process에서 분기된 전체 유니크 step를 조회
select distinct lot_id from quality.m_eds_chip_bin where root_lot_id = 'XDF112'	XDF112 root lot에서 분기된 전체 유니크 랏 아이디를 조회
select distinct process_id from quality.m_eds_chip_bin where step_seq = 'EDS_CV'	EDS_CV step에서 분기된 전체 유니크 공법 아이디를 조회
select distinct item_type from quality.m_eds_chip_measure where item_id = 'FBT9204_2'	FBT9204_2 테스트 항목에서 분기된 전체 유니크 item type를 조회
select distinct process_id from quality.m_eds_chip_measure where item_type = 'FXA'	FXA item type에서 분기된 전체 유니크 process id를 조회
select distinct step_seq from quality.m_eds_chip_measure where item_id = 'FBT9993_2'	FBT9993_2 테스트 항목에서 분기된 전체 유니크 step seq를 조회
select distinct lot_id from quality.m_eds_chip_measure where process_id = 'PPGD'	PPGD process에서 분기된 전체 유니크 랏를 조회
select distinct process_id from quality.m_eds_chip_measure where item_id = 'FBT3902_4'	FBT3902_4 계측 항목에서 분기된 전체 유니크 공법 아이디를 조회
select distinct item_id from quality.m_eds_chip_measure where process_id = 'PPFG'	PPFG 공법 아이디에서 분기된 전체 유니크 계측 항목를 조회
select distinct test_type from quality.m_eds_measure where probe_card_id = 'Z112A23123'	Z112A23123 프로브 카드에서 분기된 전체 유니크 테스트 type를 조회
select distinct root_lot_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL test type에서 분기된 전체 유니크 root lot id를 조회
select distinct step_seq from quality.m_eds_measure where wafer_id = '17'	17 웨이퍼 id에서 분기된 전체 유니크 step seq를 조회
select distinct wafer_id from quality.m_eds_measure where step_seq = 'EDS_F'	EDS_F step seq에서 분기된 전체 유니크 wafer id를 조회
select distinct wafer_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL test 타입에서 분기된 전체 유니크 wafer 아이디를 조회
select distinct part_id from quality.m_eds_measure where root_lot_id = 'ADF1232'	ADF1232 root lot id에서 분기된 전체 유니크 part id를 조회
select distinct item_id from master.m_fab_item_met where line_id = 'EOVI'	EOVI 라인 아이디에서 분기된 모든 unique 아이템 id를 조회
select distinct line_id from master.m_fab_item_met where subitem_id = 'S12'	S12 서브 아이템 id에서 분기된 모든 unique line id를 조회
select distinct line_id from master.m_fab_item_met where step_seq = 'SQ118240'	SQ118240 스텝 seq에서 분기된 모든 unique 라인를 조회
select distinct line_id from master.m_fab_item_met where item_id = 'LELE_DELTA_WK7'	LELE_DELTA_WK7 아이템에서 분기된 모든 unique 라인 아이디를 조회
select distinct step_seq from master.m_fab_item_met where item_id = 'SDC090'	SDC090 아이템 아이디에서 분기된 모든 unique 스텝 seq를 조회
select distinct eqp_id from quality.m_fab_dcop_met where line_id = 'QVXS'	QVXS 라인에서 분기된 모든 unique 설비를 조회
select distinct step_id from quality.m_fab_dcop_met where area = 'QVW'	QVW 공정 설비에서 분기된 모든 unique step를 조회
select distinct line_id from quality.m_fab_dcop_met where lot_id = 'GHH090.1'	GHH090.1 랏에서 분기된 모든 unique 라인를 조회
select distinct part_id from quality.m_fab_dcop_met where step_id = 'TUMER486'	TUMER486 step에서 분기된 모든 unique part id를 조회
select distinct lot_id from quality.m_fab_dcop_met where wafer_id = '8'	8 wafer id에서 분기된 모든 unique 랏를 조회
select distinct chamber_id from quality.m_fab_tracking where lot_id = 'CKHR40.1'	CKHR40.1 lot에서 분기된 모든 unique 챔버 id를 조회
select distinct process_id from quality.m_fab_tracking where eqp_model = 'W_B2SMS_H8CF'	W_B2SMS_H8CF equipment model에서 분기된 모든 unique 공법 id를 조회
select distinct part_id from quality.m_fab_tracking where area = 'ETCH'	ETCH 공정 설비에서 분기된 모든 unique 제품를 조회
select distinct part_id from quality.m_fab_tracking where ppid = 'MS3HF_A_SC10_E2__12345678(58.0)'	MS3HF_A_SC10_E2__12345678(58.0) recipe id에서 분기된 모든 unique 제품 아이디를 조회
select distinct area from quality.m_fab_tracking where foup_id = '114128S'	114128S 풉에서 분기된 모든 unique 공정 설비를 조회
select distinct foup_id from quality.m_fab_tracking where area = 'ETCH'	ETCH area에서 분기된 모든 unique 풉를 조회
select distinct wafer_id from quality.m_defect_summary where root_lot_id = 'JIG031'	JIG031 루트 랏 id에서 분기된 모든 unique wafer id를 조회
select distinct wafer_id from quality.m_defect_summary where chamber_id = 'DZD2043'	DZD2043 chamber에서 분기된 모든 unique wafer를 조회
select distinct recipe_id from quality.m_defect_summary where eqp_id = 'MBFM52'	MBFM52 설비에서 분기된 모든 unique recipe를 조회
select distinct chamber_id from quality.m_defect_summary where wafer_id = '20'	20 wafer에서 분기된 모든 unique 챔버 아이디를 조회
select distinct recipe_id from quality.m_defect_summary where chamber_id = 'DFDA123'	DFDA123 chamber id에서 분기된 모든 unique 레시피 아이디를 조회
select distinct wafer_id from quality.m_defect_chip where lot_id = 'GEHA24.1'	GEHA24.1 랏 id에서 분기된 모든 unique wafer id를 조회
select distinct wafer_id from quality.m_defect_chip where part_id = 'K4G80325FC-JCI'	K4G80325FC-JCI 제품 아이디에서 분기된 모든 unique 웨이퍼 id를 조회
select distinct reticle_id from quality.m_defect_chip where lot_id = 'JQHZ14'	JQHZ14 lot에서 분기된 모든 unique reticle를 조회
select distinct lot_id from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF'	K4A8G085WC-JAF part id에서 분기된 모든 unique 랏를 조회
select distinct lot_id from quality.m_defect_chip where step_seq = 'TH140028'	TH140028 step seq에서 분기된 모든 unique 랏 id를 조회
select distinct root_lot_id from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4'	JLBJB6G0R4 reticle id에서 분기된 모든 unique 루트 랏 아이디를 조회
select distinct eqp_id from quality.m_eds_bin where root_lot_id = 'HYG0G2'	HYG0G2 root lot id에서 분기된 모든 unique eds eqp id를 조회
select distinct eqp_id from quality.m_eds_bin where part_id = 'K4U8E164AA-PAR'	K4U8E164AA-PAR 제품 아이디에서 분기된 모든 unique eqp id를 조회
select distinct process_id from quality.m_eds_bin where root_lot_id = 'JBGH06'	JBGH06 루트 랏에서 분기된 모든 unique 공법 아이디를 조회
select distinct wafer_id from quality.m_eds_bin where root_lot_id = 'JQHZ14'	JQHZ14 root lot id에서 분기된 모든 unique wafer 아이디를 조회
select distinct root_lot_id from quality.m_eds_bin where wafer_id = '16'	16 웨이퍼 id에서 분기된 모든 unique root lot id를 조회
select distinct step_seq from quality.m_eds_chip_bin where lot_id = 'G2G024.1'	G2G024.1 랏 아이디에서 분기된 모든 unique eds 공정를 조회
select distinct process_id from quality.m_eds_chip_bin where root_lot_id = 'MHKA37'	MHKA37 root lot에서 분기된 모든 unique process id를 조회
select distinct process_id from quality.m_eds_chip_bin where lot_id = 'MHKA37'	MHKA37 lot에서 분기된 모든 unique process를 조회
select distinct root_lot_id from quality.m_eds_chip_bin where step_seq = 'EDS_P'	EDS_P eds step seq에서 분기된 모든 unique 루트 랏 id를 조회
select distinct step_seq from quality.m_eds_chip_bin where root_lot_id = 'XFDQ20'	XFDQ20 루트 랏 id에서 분기된 모든 unique eds 공정를 조회
select distinct item_type from quality.m_eds_chip_measure where root_lot_id = 'PLOP90'	PLOP90 루트랏에서 분기된 모든 unique item type를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where lot_id = 'HAHC92.1'	HAHC92.1 랏 id에서 분기된 모든 unique root lot id를 조회
select distinct step_seq from quality.m_eds_chip_measure where lot_id = 'HYH671.1'	HYH671.1 lot id에서 분기된 모든 unique step를 조회
select distinct lot_id from quality.m_eds_chip_measure where step_seq = 'EDS_F'	EDS_F step seq에서 분기된 모든 unique 랏 아이디를 조회
select distinct root_lot_id from quality.m_eds_chip_measure where process_id = 'PPQW'	PPQW process id에서 분기된 모든 unique 루트 랏 id를 조회
select distinct process_id from quality.m_eds_chip_measure where root_lot_id = 'PLOP90'	PLOP90 루트 랏 아이디에서 분기된 모든 unique process를 조회
select distinct lot_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL test 타입에서 분기된 모든 unique lot를 조회
select distinct lot_id from quality.m_eds_measure where step_seq = 'EDS_ZX'	EDS_ZX eds 공정에서 분기된 모든 unique lot id를 조회
select distinct root_lot_id from quality.m_eds_measure where lot_id = 'JBF2P1'	JBF2P1 lot id에서 분기된 모든 unique 루트 랏 아이디를 조회
select distinct test_type from quality.m_eds_measure where root_lot_id = 'VOAD221'	VOAD221 root lot에서 분기된 모든 unique 테스트 타입를 조회
select distinct wafer_id from quality.m_eds_measure where test_type = 'NORMAL'	NORMAL 테스트 type에서 분기된 모든 unique wafer를 조회
select distinct wafer_id from quality.m_eds_measure where root_lot_id = 'QWEQW12'	QWEQW12 루트 랏에서 분기된 모든 unique wafer를 조회
select distinct item_id from master.m_fab_item_met where step_seq = 'TQ080348'	TQ080348 step seq이 거쳐간 전체 아이템의 중복 제외한 값을 조회
select distinct line_id from master.m_fab_item_met where item_id = 'E1_RAW_MAX_Y'	E1_RAW_MAX_Y 아이템 아이디이 거쳐간 전체 라인의 중복 제외한 값을 조회
select distinct step_seq from master.m_fab_item_met where subitem_id = 'S6'	S6 서브 아이템 id이 거쳐간 전체 스텝 seq의 중복 제외한 값을 조회
select distinct line_id from master.m_fab_item_met where subitem_id = 'S13'	S13 서브 아이템 아이디이 거쳐간 전체 라인 아이디의 중복 제외한 값을 조회
select distinct area from quality.m_fab_dcop_met where eqp_id = 'PVH092'	PVH092 설비 id이 거쳐간 전체 공정 설비의 중복 제외한 값을 조회
select distinct step_id from quality.m_fab_dcop_met where wafer_id = '20'	20 wafer이 거쳐간 전체 step id의 중복 제외한 값을 조회
